dataset/clips\chunk_00018.wav	ඔබ හොද හිතින් දුන්නු තෑග්ගක් නිසා කියලා. ඉතින් මෙ සුලේමන්තුමා මෙ මී මැස්සට ඉස්සුතිවන්	10.0
dataset/clips\chunk_00019.wav	අත වෙලා ගරු කරලා එතනින් යන්න යනවා.	10.0
dataset/clips\chunk_00020.wav	ඉතින් ඔන්නෝග තමයි මේ සුළිමාන් සහ මිමැස්සා කියන කතාව	10.0
dataset/clips\chunk_00021.wav	මේ කතාවෙන් අපිට ලැබෙන ලස්සනවා පාඩම තමා කෙනෙක් උසස්සුනත් පහත්තුනත් හිත හොඳින් ලබ්	10.0
dataset/clips\chunk_00022.wav	අපි අනෙක් අයගෙ තරාතිරම කොහොම උනත් එයයි.	10.0
dataset/clips\chunk_00023.wav	ඉතින් ිට අමතරබ මි කතාව ගැන ඔබට මොකක්ද විතින් එකෙළ කමෙන්ට් එකක්දාන්න එවගේ ජීවිතේට කතාව කහන්න	10.0
dataset/clips\chunk_00024.wav	අපි සබ්ස්ක්‍රයිබ් කරලා අනෙක් එක සම්බන්ධ වෙන්නේ කිලත ඔබට ආරාධනා කරනවා	10.0
dataset/clips\chunk_00025.wav	ඔබටට ඕනෑම දෙයක් කළ හැකි යැයි සැම විටම විශ්වාසය කිරීම ජයග්‍රහණයේ පළමු පියවර වන අතර එම විශ්වාසය ඔබ තුළ අතිශයින් ස්ථිරව පවත්වා ගැනීම නිසැකවම අත්‍යවශ්‍ය	10.0
dataset/clips\chunk_00031.wav	දඹදෙනියුගයේ ධර්මසේන හිමියන් විසින් පරාක්රමභාහු දෙවැණි රජුගේ සමයේ රචනාකරන ලද්දකි. බුදු දහමේ ඉගැන්වීම් සරල කතාව මගින් ඉදිරිපත් කෘතියකි.	10.0
dataset/clips\chunk_00032.wav	සිහල ගත්ද්ය සාහිත්යයේ අගනා නිර්මාණයකි.	10.0
dataset/clips\chunk_00033.wav	සද්ධර්ම රත්නාවලියේ ප්රසිද්ධ කතාව විභාගේට මතක තබා ගන්න එක මට්ටකුන්ඩලි සහ කුන්ඩල කේසී	10.0
dataset/clips\chunk_00034.wav	ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත	10.0
dataset/clips\chunk_00035.wav	ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත	10.0
dataset/clips\chunk_00038.wav	ප්රයෝන් ප්රයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝයෝ	10.0
dataset/clips\chunk_00039.wav	ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත්ත	10.0
dataset/clips\chunk_00040.wav	ඔයාට මොනිස් කිල්ස් තියෙනවද? කෙසෙල් කන්න පුළුවන් ගස් නගින්න පුළුවන් තව ටික්ටොග් බලන්නත් පුළුවන්	10.0
dataset/clips\chunk_00041.wav	හිහි කිහි	10.0
dataset/clips\chunk_00042.wav	මාබිණිස් ලෝග් අධියෝ බජ්ජේ සොසිදේ වූරීමි මිනේ ගොස් දැලිසි ස්බිණිච්	10.0
dataset/clips\chunk_00043.wav	අලෝ මයින් නත් අයුති කියොලා ඇති පුලැක්ටුදි කොමිස් නික්යුත් අපිය පෙතළොජිස් අඩි කච්ත් දේ	10.0
dataset/clips\chunk_00044.wav	ස්බැස්කියාම්පිලිසම්බක් කෘතුතු ඉවයඳුන් සැලිදු විඩක්	10.0
dataset/clips\chunk_00045.wav	ලිස් කොසසක්සයෝ වෙබි ගැපස් ලෙක්ස් හේ සොබොච් පිපු සිශේ ක්ස්නකොට	10.0
dataset/clips\chunk_00046.wav	සොපිපුත් සේ දැබිහි ක්රාස් දෙබ් සිස්නෙක් එබාරුන් දෝ යිපින්චි පුදාක්කොම් කොන්නු බිසෝ	10.0
dataset/clips\chunk_00047.wav	ඉවා අනිවා විවි සිලලි ෆල් ෆුඩශය ඕතා	10.0
dataset/clips\chunk_00048.wav	මොනා බිහින් ස්ථ්ත්ස් ඔන්ලයිනව්යයෙන්නෙස් නිගස්ස් බ්රත්වත්වත් වූ මිග්රිට්ව ශන්නෙන්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්න්යි වියයි යියි යවියි ව්යි ව්ය	10.0
dataset/clips\chunk_00049.wav	ඔමෝ අගස් ක්රිස් මයි මමා ම්මා බිලිස් දේෝ අඩි ඔන්බජ්ජේ ස්ම්සිදේ වරීමි මේ නෙබෝ දැලිසි සබිමිච්ච්	10.0
dataset/clips\chunk_00050.wav	එයෝ දෙකෝ මාන්ස් ගොන්නා පිබ් දෙද්ගෙන්ච් ක්සේ තිසා කොස්ත් අතෙස්වන් ජිවා ප්තුන්නෝ නොකොස්ට් ගොක්ස්ති පුච්සේ අගැත්	10.0
dataset/clips\chunk_00051.wav	නැජා දොග් දික් පස් මේක දැසි දෙක් ප්රර්ස් මේක බයිත් අවුන් වෙන්චු පුදොක්ෂොනෝ	10.0
dataset/clips\chunk_00052.wav	අයි අධිකු ගොගොගොන්ගු දුදා කොකොන්ෂිලක් නැජීවී අන්ජීවී අන්වෙනව්සො පුස් දේ ප්රමරික්යයෙත් සිත්ත් කළොස් පමස්ස් යින්වෙන්	10.0
dataset/clips\chunk_00053.wav	ගොව්මෙත් හොස්පිතු නොදොස් ප්රවෙන්ත් හොස්පිතු ඉගාස් බොක්සු ගෙදමෙස්ව පිදිස්තින් දේ අහොඩිබු	10.0
dataset/clips\chunk_00054.wav	මික්ටලා මොකක්හලො වෙයි. එයා තමයි අපිට තරහගියකු හම අපේ තරහපාලනයේ තරන්.	10.0
dataset/clips\chunk_00055.wav	ශක්තිය එක්රපාරටම වැඩිවෙන අනිනයෙන වේගයට තමයි අපිට කෑ ගහලා බැනලා අතතිය පිට කරන එක හිතින්ද?	10.0
dataset/clips\chunk_00056.wav	කියන්නේ ඒක වැඩ කරන්නේ නෑ.	10.0
dataset/clips\chunk_00070.wav	උපිය වැඩිවෙච්ච දිග වෙලා දීන්මෙ දෙකායු ෆයි ආර්දෙකරින ආරෙක	10.0
dataset/clips\chunk_00071.wav	විදතියක් සඳහා එකැන්ට උවය ආතිරෙන ආරක විදතිය සඳහා බලය	10.0
dataset/clips\chunk_00072.wav	ඒක සමානැවෙනවා පනහා ඉටී වැඩිගිරීම දෙකයිෆ අයිවරක් ආර් දෙකරින ආර්යකට මේක තමයි මෙතන බලය විදියට එන්නේ. දෙකයිෆ ආර්තිගින ආර්යෙන ආර්යෙක් වර්යියි.	10.0
dataset/clips\chunk_00073.wav	බිතතිය සඳහා බලය සමානයි පනාහි ටී වැඩිකින් දෙකි ප්රයාර දෙකිනාරකයට නමුත් අපි දන්නවා දැකි සමාන දෙකි යාල දී කියලා මේකතමයි තම්දුය ආතතිය විදිය ටෙය ටෙයන්නෙයි.	10.0
dataset/clips\chunk_00074.wav	එන් එතකොට ඉයතයකිවාලට එප් සමානායි	10.0
dataset/clips\chunk_00075.wav	දෙකයි ආර්ධකටි නිසා එස් කියලකියන්නේ පනහයිටි වැලිගෙරීම දෙකයි ෆයිවයි වරා ආර්ධකරින ආර්යෙක	10.0
dataset/clips\chunk_00076.wav	සමාන වෙනවා දෙකයි ආර් දෙක ටීවලට	10.0
dataset/clips\chunk_00077.wav	විස්කම්බේ වෙනස්සීම! විස්කම්බේ වෙනස්සීම කියන්නේ දෙකවරා!	10.0
dataset/clips\chunk_00078.wav	දෙකයි යාන්දෙකරින දෙකයි යාරෙක් විශ්කම්පේ වෙනස්වී	10.0
dataset/clips\chunk_00079.wav	ඇදුනු පටලේ සැද පුඩුවේශ්කම්බේ ඇදුනු පටලේ සැද පුඩුවේශ්කම්බේ ජාන දෙකයි ආර්දෙක	10.0
dataset/clips\chunk_00080.wav	වැඩිකිරීම සීය. මෙන් මේක තමයි දැන් ඔයාල මිතනින් ගණඩුනේ.	10.0
dataset/clips\chunk_00081.wav	ආර්දෙකරින ආර්යක වෙදීම දෙකයි ආර්දෙක දැම්වෙනවලන්න හලැමිණියෙකේ	10.0
dataset/clips\chunk_00082.wav	පනායකීවරක් දෙකයි ෆර්ධකුරිනාරික වෙලි සමන දෙකයි ආර්ධකුව දීමටීකන එනවාපට ගතවකි දැබෙතෙනි දෙකයි ආර්ධකුරින් දෙකයි ආර්ධෙක කියනෙක්. එතෝට දැන් අයෙක එකෙ එහෙයියි.	10.0
dataset/clips\chunk_00083.wav	ආර්දකර වින ආර්යක බෙදීම දෙකයි ආර්දක සමානයි. මෙකින් ගන්නේ මේ ප්රකාශනේ අපිදුමයික ඒක කියලා වලින් තමයින් යින්නේ.	10.0
dataset/clips\chunk_00084.wav	දිකවරක් ආර්ධකරින මේ ගැන්න එතකොට ටී බෙදීමත්	10.0
dataset/clips\chunk_00085.wav	මෙතැන දියෙන්නෝන දෙකායි ආර්ථකරීන ආර්රෙක මෙතැන දෙකායි ආර්ධෙක තියෙන්නෝමෙතුර ටීබෙටීම	10.0
dataset/clips\chunk_00086.wav	තීවෙදීම පණහන් ෆයිටි.	10.0
dataset/clips\chunk_00087.wav	පණාහයි ෆයට් කී කෙලේට පණා අර්ණය තිකියක්	10.0
dataset/clips\chunk_00088.wav	දෙකායි ආර්ථිකරිනාරක විදීම දෙකායි ආර්ධික සමානයි මෙදන පියෙකත් වියන අයිටීමේ මේ පැද්දියන පනහයිම් ෆර්ණියි. එදවනමේ.	10.0
dataset/clips\chunk_00089.wav	මේටී යවුරට මේටී යවුර්ට යපිලයනවා තරම් ඒක වැඩි කිරීම සියක් අපිට ඕයෙහෙනක් දැන්වාට එනවා. දැන් දෙක යාර් දෙක යාර් දෙක යාර් දිකට දාකක්ත යැකි.	10.0
dataset/clips\chunk_00090.wav	පනාහයි. ෆයි කියලා වැඩි කෙරීම. තව ශක්තිය නමෙදෙන.	10.0
dataset/clips\chunk_00091.wav	එය නිසා ඔයානට උත්තරේනවා දෙකවෙදීමොස්වයාගියන වික රජනවා වාගයාලට ප්රශ්නයා දිගෙටිපස් වකිදිල දීලදියන්නේ	10.0
dataset/clips\chunk_00113.wav	වැදි ඉරජුට කඩුව පවරා මේ සින්දු තියෙනවා ළමයි එහා එලා කාස් ප්රටන් ගන්න එක දෙකින් පොබල? අයි පටන්ගම් දෙදි?	10.0
dataset/clips\chunk_00114.wav	දිදා ස්විසියාට ලෙවක්කාසික පටන්නෝ මේ පාර ඕලිබල ලෙඩ එනවා ප්රතිඵලයකම් බලාගිනීන්න ආදරණිය දුළපුතාලට තමයි නිය විශේෂ පණිවිණි. දිදා විසියට උසස් පිල ඔයාල	10.0
dataset/clips\chunk_00115.wav	ඔන්නාපි සිහලපන්තියක් පටන්ගන්න හදන්නේ ඉතින් මේ ඒලිවල් සිහලපන්තිය තියෙන්නේ ගම්පා නවා මොන්ටානා අයතනි. ආරම්භක දවස මැයි දහියි.	10.0
dataset/clips\chunk_00116.wav	දෙන්නේ යාළුවොත් එක්ක ආට් කරන එක ආසා විහින්න යාළුව අඬගහගෙන මේ නිරිදා ගම්පහනාව මොන්තාන ආයතිනයට එන්නේ	10.0
dataset/clips\chunk_00117.wav	මමු යාලට කැම්පස් යන කාර කියලපෙන්නා.	10.0
dataset/clips\chunk_00118.wav	මේ වචනෙ ටික අහගෙන ඔයා ඩීසෙන් කරන එක ආදරයෙන් පැරදුනා කියලා කියන්නේ එකතුවලා හිටබු දෙන්දෙකු වෙන්වන එකටමද? ඔය දන්නවද?	10.0
dataset/clips\chunk_00119.wav	ආදරේ කරමකය තුලෙත් ප්රිලිශ්වි කරතුරේ මේ වෙනකොට ඔයා ආදර්යන් පරාධ වෙලා වෙන්න පුළුවත්. දෙන්නේ අහියි.	10.0
dataset/clips\chunk_00120.wav	එබිපීම නෙමී කරනවා ඔය ආදරය තුළේ කොච්චර විශ්වාසය වන්දද කියනෙකයි. ඔයිහු ටක්බරේ ජින්සී අපියදා.	10.0
dataset/clips\chunk_00121.wav	ඉන්නවා ජීසි එක කියලා දාමු	10.0
dataset/clips\chunk_00122.wav	එකමත් රට්ලෙක ආයේ අමාපෙම් හස් කෙන්යා යි පිපින්නම් විඳින්	10.0
dataset/clips\chunk_00123.wav	ආදරී වයන්නම් හද වීනාවේ සුපෙම්බර ගිස	10.0
dataset/clips\chunk_00124.wav	සසාරේ සුයන්නම් සිඹින්නම් නැති වූ ආකුර්යේ ගිලන්	10.0
dataset/clips\chunk_00125.wav	පිළිපුතිය එතුලත් පාඩම් ඇසුරෙන් පහත සඳහන් ප්රශ්රවලට පිළිතුරු සපයන්න නම් වසර පිළිපුතිදිබ් පාඩම් ඇසුරෙන් තමයි මේ අහලතියි.	10.0
dataset/clips\chunk_00126.wav	පෙර සූසේ කෑම්හ පූම්හ. මේ ප්රකාශය පුලත් පාඩප තමා පුතේ පාඩමේ නම මහ දන සිටු පුත්තුගේ වස්තුව. මේ ප්රකාශය කවුරුන් මිසින් කිය.	10.0
dataset/clips\chunk_00127.wav	බුදුරජාණන් මිසින් භික්ෂූන් හට තමයි ප්රකාශය ගිව්වේ	10.0
dataset/clips\chunk_00128.wav	එළඟට පුත්ව බෝත්වරයකි පුතෝභ බෝ්වරයකි ඵල වැනිම පාටම ශ්රීපාදය වෙන්ද වූ හැටි පාටම මේ ප්රකාශය කළේ කව්ද කා	10.0
dataset/clips\chunk_00129.wav	එත් අමාපුත්තේ මව නේද? අපේ සිටුමෑණියෝ බාල පුත්තාට	10.0
dataset/clips\chunk_00130.wav	ඉළඟට දැන් අපි එතුමාගේ නිර්මාණ කීපය ක්රසවිඳීමු දැන් අපි එතුමාගේ නිර්මාණ කීපය ක්රසවිඳු පාඩමේ නම දේශයෙනර්ථනේ රන්සලකු	10.0
dataset/clips\chunk_00131.wav	මේ ප්රකාශය කළේ කවුද කතකයා විසින් ප්රේක්ෂකයන්ට හරිද?	10.0
dataset/clips\chunk_00132.wav	කතකයා විසින් ප්රේක්ෂකයන්ට ලක්මිනි පහන මගින් ඔහු වර්තමාන පුවත්තත් කලාවලට පුළුල් බලපෑමක් ඇති කළා.	10.0
dataset/clips\chunk_00133.wav	මිහි සඳහන් ඔහු යනුහෙනු පුද්ගලය තමා කුමාර්ථුග මුනිදාසයන්	10.0
dataset/clips\chunk_00134.wav	පුතේ කෙළඹසේ සීයත්වය සුර කීපුද සාමිරිතුවා ප්රකාශයට පත් සග කළ සගරාව තම සුභස සගරාව	10.0
dataset/clips\chunk_00135.wav	පෙම්මා සුර තල් කියමින් දෙතානි කිරි බොම්මා වම්මා කඳු ලැලි ඉස ඇවිදින් දැයි අම්මා. අම්මාප නොදැකයි.	10.0
dataset/clips\chunk_00136.wav	එතිතින් කෙලිසකවෑවෙන්වා සමා සම්බුදුවනදා නිවන්දකින් අම්මා. මේ පද්යපන්ති ඇතුළන් මුල් ග්රන්ථය තමයි විස්සන්තර තිබියි.	10.0
dataset/clips\chunk_00137.wav	ඉහත පද්ගේ ප්රාර්ථනාවක් පළකරණ පද්ගේ පාදය උපුටාළියන්න	10.0
dataset/clips\chunk_00138.wav	සම්මා සම්බුදු වනදා නිවන්දකින් අම්මා පුතේතුකොට මේ කොටසට ලකුණු දහයක්කම්වෙනවා එක ප්රශ්නේකට දෙකගානි.	10.0
dataset/clips\chunk_00139.wav	මන්තාම වාරුත් නී මලහින්යේ ඔහු දුන්නු පැතුමන් හින්දහි මුලු ජීදත්	10.0
dataset/clips\chunk_00148.wav	යුනුසිටියකක ලෙක්චොරා කෙනෙක් වෙන බැච්ට්ප්රයෙන් ඕනෙද? සමහර නගිලා මලිලම එහෙම අහනවස්සා තියෙනවා යුනිසිටියකක ලෙක්චොරා කෙනෙක් වෙනෙක් වෙන්ක් වෙන්න්න්යි.	10.0
dataset/clips\chunk_00149.wav	එකිදිවා කරන් ඕනදේ තමයෝ ඒවාගේ ඇටරමික් ඔලිෆ්කේෂ් හරියට හදාගෙන තියෙනෙක් ඒකා නෙව්ප්යයක හරියටන් පවත්වගන්න ඕන්නෙයි.	10.0
dataset/clips\chunk_00150.wav	ඉට පස්සෙ ඔයවගේ රිසාජ් ප්ල්ලික් ප්ලියා දෙසිටේෂ් එකට කරුලා එකට ඒකක් හරියි ප්ලාස්සකක් කරියාර ගෙන	10.0
dataset/clips\chunk_00151.wav	පයිනල් ලෙඩ ප්රජෙක පුළුවන් ඒකෙනවා ගැන හොඳ ඉන්ප්ර්ච්චෙකක් එන්නවා.	10.0
dataset/clips\chunk_00152.wav	ඉළඟට ඔයගේ ප්රන්ස්සර බල්ස්කේේස් එමේ වානිවාර එමේ හොඳට හදාගෙන්නෝන ඔයගෙ කමින්ක්ර්ර්වෙන්ස් කියලා සහදාගෙන්නෝන තියෙන්නෝන ඉක්මන්ට ප්රියි.	10.0
dataset/clips\chunk_00153.wav	අන් ඔයි ටික හදාගෙන තියෙන ඕන	10.0
dataset/clips\chunk_00154.wav	නමුදැම් මේ වීඩි එක බලනාය සමාරලාට ඇතිහි යෙකේ ආධ්යාපනය හමාර කරලාව යට ප්ර්ස් ක්ලාසි ගක්වත් සෙකණ්ඩ අපයක්වත් නැහෙම් නැත්තනවාඩ යුන්නා.	10.0
dataset/clips\chunk_00155.wav	නමුත් තාට එහෙම උනාගෙල ඒත් ලැච් ලැචෝරකෙනෙක් වෙන	10.0
dataset/clips\chunk_00156.wav	එකටත් ක්රම සහද විදිතියෙනවා මගේ ගැන සම්පෝණ වීඩියකක් මේ විස්තර කල්ලා පික්ටෝක් වීඩියක ඉන්ටිකක් තියෙන්නේ. නමාරුයි හැම දෙවා විස්තර කළ්ලා මේ වීඩ්කක් දාලක් යිය.	10.0
dataset/clips\chunk_00157.wav	අපිතා වේඩියකින් හම්බුවො	10.0
dataset/clips\chunk_00158.wav	ප්රයවල් දෛරි ත්රමෙන් උඩා ළමමන් ගිල්සෑයක් අවල් අවල්ණඥමකන් කමු දිමනා දැයි ඔපා කලා කොම්බාරකුත්	10.0
dataset/clips\chunk_00159.wav	කුමුජු කුගක් මව්කවම රජු කිතකුජු	10.0
dataset/clips\chunk_00160.wav	එක්තරා ලස්සන ගමක පුචි පිරිමිලමයෙක් හිටියා. එයා වෙරලු කන්න හරිම ආසයි ඉතින් දුවනවා කියාගේ අම්මා කට රහටිය.	10.0
dataset/clips\chunk_00161.wav	වෙරලු කලය දැකපු ගමන් පුන්චි පුතාගෙ දිවටකි.	10.0
dataset/clips\chunk_00162.wav	එළවුණන්න පටන් ගත්තා එයාට ඉක්කම ඔහොතක්වත් ඉවසගෙන ඉන්නවා බැරිවුණා එයා ඉක්මනටම දුවගෙන ගිහින් වෙරලු කලේ ඇතුලට තමන්ගේ පුචියත දැම්මා.	10.0
dataset/clips\chunk_00163.wav	කළයෙ කට තිබුණෙ හරිම පටුවිදියට ඒතු විරලු කන්න තිබුණු පේරීතකම නිසා මේ පුචි පුතා කළයි ඇතුළි තිබුණු විරණු පුලුවන්.	10.0
dataset/clips\chunk_00164.wav	දැන් අත එළියට ගන්න එක අහනවා	10.0
dataset/clips\chunk_00165.wav	ඒත් මුඛදවුනේ. මෙට මුලව ගත්තු ලුක්කු විරලු අහුර නිසා එයාගෙ අත කලයේ පටු කටාස්සින් ඉලියට ගන්නෑත් තටම බැරින්නම්. අත යිරවුනම්. අත.	10.0
dataset/clips\chunk_00166.wav	එයා අත ඉල්ලියට ඇදල ගන්න එක විදියට උත්සාහ කළා ඒති එක්ක වෙරලු ගෙඩියක්පත් අත්හරින්න එයා ගිහිත ඉඩදුන්නේ නෑ. අන්තිමේදි අතරියි.	10.0
dataset/clips\chunk_00167.wav	ඉදින්න ගත්ත නිසාත් කරගන්න දියක් නැතිවුරු නිසාත් පුචි පුදා හඬා වැටින්න පටන් ගත්තක්.	10.0
dataset/clips\chunk_00168.wav	පුතාගේ ඇඬුම් ශ්රබ් දේ ඇහුමු අම්ම වහාම ඉතනට දිවාවක් සිද්දවෙලා තියෙන දේ අම්මාට එක්ක පාරටම තීරුණක් අම්ම පුතාළඟට ඇවිත තාදරෙන්නේ	10.0
dataset/clips\chunk_00169.wav	මගේ රත්තරන් පුතේ ඔයා එකපාරටම ලොකූවෙරලු අහුරක් කල්ලගන්න හදන්නේ පා	10.0
dataset/clips\chunk_00171.wav	ආයෙමත් අත දාල තවගෙටි දෙකතුනක් ගන්න එක	10.0
dataset/clips\chunk_00172.wav	අම්ම කියපුදේ තීරුම් ගත්තු පුචි පුතා අතේ තිබුණු වෙරලු ප්රමාණය අඩු කරල ගෙඩි දෙකක් විතරක් කල්ල ගත්තා.	10.0
dataset/clips\chunk_00173.wav	එයාගෙ අතා හරීම ලීසියෙන් කලයෙන් ඉළිලියටාවක්	10.0
dataset/clips\chunk_00174.wav	ඊට පස්සෙ නැවතත් තත දාල හිමින් වෙරළු අරන්කෑවා	10.0
dataset/clips\chunk_00175.wav	බලන්න යාළුවනේ එපුචි කතාවෙන් අපේ ජීවිතයට ලැබෙන ආදර්ශයේ කොච්චර වටිනවද කියලා එකවර අධික තන්හාවෙන් සෑම දෙයක්මලා	10.0
dataset/clips\chunk_00176.wav	ලබාගැනීමට යාමෙන් තිබෙන දෙයත් අහිමිවිය හැක. ඉවසීමෙන් සහ ප්රමාණය දැන කටයුතු කිරීම සාර්ථකත්වයේ රහසයි. අපේ ජීවිතේදීති.	10.0
dataset/clips\chunk_00177.wav	සමහර වෙලාවට අපි එකපාරටම හැමදේම ලබා ගන්න එක නැතැනි එකපාරටම ලොකු ගමනක් යන්න හදලා අසරණ වෙනවා. ඒත් කැපවීමෙන් ඉවසීමෙන් වියක් පියල්න් පිය. යි. යි. යි. යි. යි. යි. යි. යි. යි. යි. යි. යි. යි. යි. යි. යි. යි. යි. යි. යි. යි. යි. යි. යි. යි. යි. යි. යි. යි. යි. යි. යව. යව. යවය. යවය. යවය. යවය. යවය. යවය	10.0
dataset/clips\chunk_00178.wav	පියවරින් පියවර ඉදිරියට ගියූත් අපිට ඌනෑම ඉලක්කයක් ලස්සනට ජයගන්න පුළුවන්. අද කතාව ඔයාලටත් ආදර්ශයක් උනාන, වීඩිම එකට ලයික්.	10.0
dataset/clips\chunk_00179.wav	එලුවෝ අතරේ ශ්යාකරන් අමතක කරන එක එපා මේ වගේ ලස්සන ආදර්ශමත් කතාව ඉදිරියටත් බලන්න ජීවිතේට කතාව යූට්යූත් චන්නෙක් ක්රී	10.0
dataset/clips\chunk_00180.wav	නැවතත් මෙවැනිම අර්ථවත් කතාවකින් හමු බිවෙමු උඹට සමඟ	10.0
dataset/clips\chunk_00223.wav	බුද්ධල කතරගම ප්රධාන මාර්ගයේ වන අලින් ආහාර සොයා මාර්ගය ගමන්නා රථවානවලට බාධාක්රණ ආකාරයයි මේ මාර්ගේ ගමන්නා පිරිස්විසින් වන අලින්ට ආහාර ලබා දිබියි.	10.0
dataset/clips\chunk_00224.wav	මෙම තත්වය උද්ගතව ඇති බවයි වාර්තාවන්නේ	10.0
